Organisms
Nostoc azollae
Micromonospora sp
Micromonospora terminaliae
Micromonospora tulbaghiae
Microplitis demolitor
Micropruina glycogenica
Microterricola viridarii
Microvirga ossetica
Microvirga sp
Microvirga sp
Minicystis rosea
Miniopterus natalensis
Mitsuaria sp
Mixta calida
Mixta gaviniae
Mizuhopecten yessoensis
Mobiluncus curtisii
Modestobacter marinus
Mogibacterium diversum
Momordica charantia
Moniliophthora perniciosa
Moniliophthora roreri
Monodelphis domestica
Monomorium pharaonis
Monopterus albus
Monoraphidium neglectum
Monosiga brevicollis
Moorea producens
Moorella thermoacetica
Moraxella bovis
Moraxella bovoculi
Moraxella catarrhalis
Moraxella catarrhalis
Moraxella catarrhalis
Moraxella osloensis
Moraxella ovis
Moraxellaceae bacterium
Morganella morganii
Moritella marina
Moritella viscosa
Moritella yayanosii
Mucilaginibacter ginsenosidivorans
Mucilaginibacter ginsenosidivorax
Mucilaginibacter gotjawali
Mucilaginibacter sp
Mucilaginibacter sp
Mucilaginibacter sp
Mucinivorans hirudinis
Muribaculum intestinale
Muricauda lutaonensis
Muricauda ruestringensis
Muriicola sp
Mus caroli
Mus musculus
Mus pahari
Musa acuminata
Musca domestica
Mycetocola sp
Mycoavidus cysteinexigens
Mycobacterium avium
Mycobacterium avium
Mycobacterium avium
Mycobacterium avium
Mycobacterium avium
Mycobacterium canettii
Mycobacterium canettii
Mycobacterium canettii
Mycobacterium canettii
Mycobacterium canettii
Mycobacterium chimaera
Mycobacterium dioxanotrophicus
Mycobacterium haemophilum
Mycobacterium intracellulare
Mycobacterium intracellulare
Mycobacterium intracellulare
Mycobacterium intracellulare
Mycobacterium kansasii
Mycobacterium leprae
Mycobacterium leprae
Mycobacterium lepraemurium
Mycobacterium liflandii
Mycobacterium marinum
Mycobacterium marinum
Mycobacterium marseillense
Mycobacterium paraintracellulare
Mycobacterium shigaense
Mycobacterium sp
Mycobacterium sp
Mycobacterium sp
Mycobacterium sp
Mycobacterium sp
Mycobacterium sp
Mycobacterium sp
Mycobacterium sp
Mycobacterium stephanolepidis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium tuberculosis
Mycobacterium ulcerans
Mycobacteroides abscessus
Mycobacteroides abscessus
Mycobacteroides abscessus
Mycobacteroides abscessus
Mycobacteroides chelonae
Mycobacteroides immunogenum
Mycobacteroides salmoniphilum
Mycobacteroides saopaulense
Mycolicibacter sinensis
Mycolicibacter terrae
Mycolicibacterium chubuense
Mycolicibacterium fortuitum
Mycolicibacterium gilvum
Mycolicibacterium gilvum
Mycolicibacterium goodii
Mycolicibacterium hassiacum
Mycolicibacterium litorale
Mycolicibacterium neoaurum
Mycolicibacterium phlei
Mycolicibacterium rhodesiae
Mycolicibacterium smegmatis
Mycolicibacterium smegmatis
Mycolicibacterium smegmatis
Mycolicibacterium smegmatis
Mycolicibacterium smegmatis
Mycolicibacterium thermoresistibile
Mycolicibacterium vaccae
Mycolicibacterium vanbaalenii
Mycoplasma agalactiae
Mycoplasma agalactiae
Mycoplasma arginini
Mycoplasma arthritidis
Mycoplasma bovigenitalium
Mycoplasma bovirhinis
Mycoplasma bovis
Mycoplasma bovis
Mycoplasma bovis
Mycoplasma bovis
Mycoplasma bovoculi
Mycoplasma californicum
Mycoplasma californicum
Mycoplasma canadense
Mycoplasma canis
Mycoplasma canis
Mycoplasma capricolum
Mycoplasma capricolum
Mycoplasma capricolum
Mycoplasma capricolum
Mycoplasma capricolum
Mycoplasma cloacale
Mycoplasma conjunctivae
Mycoplasma crocodyli
Mycoplasma cynos
Mycoplasma dispar
Mycoplasma fermentans
Mycoplasma fermentans
Mycoplasma fermentans
Mycoplasma flocculare
Mycoplasma gallinaceum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma gallisepticum
Mycoplasma genitalium
Mycoplasma genitalium
Mycoplasma genitalium
Mycoplasma genitalium
Mycoplasma genitalium
Mycoplasma haemocanis
Mycoplasma haemofelis
Mycoplasma haemofelis
Mycoplasma hominis
Mycoplasma hominis
Mycoplasma hyopneumoniae
Mycoplasma hyopneumoniae
Mycoplasma hyopneumoniae
Mycoplasma hyopneumoniae
Mycoplasma hyopneumoniae
Mycoplasma hyopneumoniae
Mycoplasma hyorhinis
Mycoplasma hyorhinis
Mycoplasma hyorhinis
Mycoplasma hyorhinis
Mycoplasma hyorhinis
Mycoplasma hyosynoviae
Mycoplasma leachii
Mycoplasma leachii
Mycoplasma mobile
Mycoplasma mycoides
Mycoplasma mycoides
Mycoplasma mycoides
Mycoplasma mycoides
Mycoplasma ovis
Mycoplasma parvum
Mycoplasma penetrans
Mycoplasma phocidae
Mycoplasma pneumoniae
Mycoplasma pneumoniae
Mycoplasma pneumoniae
Mycoplasma pneumoniae
Mycoplasma pullorum
Mycoplasma pulmonis
Mycoplasma putrefaciens
Mycoplasma putrefaciens
Mycoplasma sp
Mycoplasma suis
Mycoplasma suis
Mycoplasma synoviae
Mycoplasma synoviae
Mycoplasma wenyonii
Mycoplasma yeatsii
Myotis brandtii
Myotis davidii
Myroides odoratimimus
Myroides profundi
Myroides sp
Myroides sp
Myxococcus fulvus
Myxococcus hansupus
Myxococcus macrosporus
Myxococcus stipitatus
Myxococcus xanthus
Naegleria gruberi
Nakamurella multipartita
Nakamurella sp
Nannochloropsis gaditana
Nannospalax galili
Nanoarchaeum equitans
Nanohaloarchaea archaeon
Nanorana parkeri
Nasonia vitripennis
Natranaerobius thermophilus
Natrialba magadii
Natrinema pallidum
Natrinema pellirubrum
Natrinema sp
Natrinema versiforme
Natronobacterium gregoryi
Natronococcus occultus
Natronolimnobius aegyptiacus
Natronolimnobius sulfurireducens
Natronolimnobius sulfurireducens
Natronomonas moolapensis
Natronomonas pharaonis
Natronorubrum aibiense
Natronorubrum bangense
Naumovozyma castellii
Naumovozyma dairenensis
Nautilia profundicola
Nautilia sp
Necator americanus
Nectria haematococca
Neisseria chenwenguii
Neisseria elongata
Neisseria flavescens
Neisseria gonorrhoeae
Neisseria gonorrhoeae
Neisseria lactamica
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria meningitidis
Neisseria mucosa
Neisseria mucosa
Neisseria sp
Neisseria subflava
Neisseria weaveri
Neisseria zalophi
Neisseriaceae bacterium
Nelumbo nucifera
Nematostella vectensis
Neoasaia chiangmaiensis
Neochlamydia sp
Neofusicoccum parvum
Neokomagataea sp
Neokomagataea tanensis
Neomicrococcus aestuarii
Neorhizobium galegae
Neorhizobium galegae
Neorhizobium sp
Neorhizobium sp
Neorickettsia helminthoeca
Neorickettsia risticii
Neorickettsia sennetsu
Neptunomonas concharum
Neurospora crassa
Neurospora tetrasperma
Niabella ginsenosidivorans
Niabella soli
Niastella koreensis
Nibricoccus aquaticus
Nicotiana attenuata
Nicotiana sylvestris
Nicotiana tabacum
Nicotiana tomentosiformis
Nicrophorus vespilloides
Nipponia nippon
Nitratifractor salsuginis
Nitratiruptor sp
Nitrincola sp
Nitrobacter hamburgensis
Nitrobacter winogradskyi
Nitrosococcus halophilus
Nitrosococcus oceani
Nitrosococcus wardiae
Nitrosococcus watsonii
Nitrosomonas communis
Nitrosomonas europaea
Nitrosomonas eutropha
Nitrosomonas sp
Nitrosomonas sp
Nitrosomonas stercoris
Nitrosomonas ureae
Nitrosopumilus adriaticus
Nitrosopumilus maritimus
Nitrosopumilus piranensis
Nitrososphaera viennensis
Nitrosospira lacus
Nitrosospira multiformis
Nitrospira defluvii
Nitrospira japonica
Nitrospira moscoviensis
Nitrospirillum amazonense
Niveispirillum cyanobacteriorum
Nocardia brasiliensis
Nocardia cyriacigeorgica
Nocardia farcinica
Nocardia farcinica
Nocardia mangyaensis
Nocardia nova
Nocardia otitidiscaviarum
Nocardia seriolae
Nocardia sp
Nocardia terpenica
Nocardioides dokdonensis
Nocardioides sp
Nocardioides sp
Nocardioides sp
Nocardioides sp
Nocardiopsis alba
Nocardiopsis dassonvillei
Nocardiopsis gilva
Nodularia spumigena
Nomascus leucogenys
Nonlabens dokdonensis
Nonlabens sediminis
Nonlabens sp
Nonlabens sp
Nonlabens sp
Nonomuraea sp
Nonomuraea sp
Nosema ceranae
Nostoc flagelliforme
Nostoc punctiforme
Nostoc sp
Nostoc sp
Nostoc sp
Nostoc sp
Nostoc sp
Nostoc sphaeroides
Nostocales cyanobacterium
Nothobranchius furzeri
Notothenia coriiceps
Novibacillus thermophilus
Noviherbaspirillum sp
Novosphingobium aromaticivorans
Novosphingobium ginsenosidimutans
Novosphingobium pentaromativorans
Novosphingobium resinovorum
Novosphingobium sp
Novosphingobium sp
Novosphingobium sp
Novosphingobium sp
Novosphingobium tardaugens
Numida meleagris
Obesumbacterium proteus
Oblitimonas alkaliphila
Oceanicoccus sagamiensis
Oceanicola sp
Oceanihabitans sp
Oceanimonas sp
Oceanisphaera avium
Oceanisphaera profunda
Oceanispirochaeta sp
Oceanithermus profundus
Oceanobacillus iheyensis
Oceanobacillus sp
Oceanobacillus sp
Ochrobactrum anthropi
Ochrobactrum anthropi
Ochrobactrum pseudogrignonense
Ochrobactrum sp
Octadecabacter antarcticus
Octadecabacter arcticus
Octadecabacter sp
Octadecabacter temperatus
Octopus bimaculoides
Odobenus rosmarus
Odoribacter splanchnicus
Oenococcus oeni
Oenococcus sicerae
Oenococcus sp
Oerskovia sp
Olea europaea
Oleiphilus messinensis
Oleispira antarctica
Oligella urethralis
Oligotropha carboxidovorans
Oligotropha carboxidovorans
Oligotropha carboxidovorans
Olivibacter sp
Olleya aquimaris
Olleya sp
Olsenella sp
Olsenella uli
Oncorhynchus tshawytscha
Onion yellows
Ooceraea biroi
Opisthorchis viverrini
Opitutaceae bacterium
Opitutus terrae
Orcinus orca
Oreochromis niloticus
Orientia tsutsugamushi
Orientia tsutsugamushi
Ornithinimicrobium sp
Ornithinimicrobium sp
Ornithobacterium rhinotracheale
Ornithobacterium rhinotracheale
Ornithorhynchus anatinus
Orrella dioscoreae
Oryctolagus cuniculus
Oryza brachyantha
Oryza sativa
Oryza sativa
Oryzias latipes
Oryzomicrobium terrae
Oscillatoria acuminata
Oscillatoria nigro
Oscillibacter valericigenes
Oscillospiraceae bacterium
Osmia bicornis
Ostreococcus lucimarinus
Ostreococcus tauri
Otariodibacter oris
Ottowia oryzae
Ottowia sp
Ovis aries
Owenweeksia hongkongensis
Oxalobacter formigenes
Paenalcaligenes hominis
Paenarthrobacter aurescens
Paenibacillus beijingensis
Paenibacillus borealis
Paenibacillus bovis
Paenibacillus crassostreae
Paenibacillus donghaensis
Paenibacillus durus
Paenibacillus graminis
Paenibacillus ihbetae
Paenibacillus kribbensis
Paenibacillus larvae
Paenibacillus lautus
Paenibacillus lentus
Paenibacillus mucilaginosus
Paenibacillus mucilaginosus
Paenibacillus mucilaginosus
Paenibacillus naphthalenovorans
Paenibacillus odorifer
Paenibacillus peoriae
Paenibacillus polymyxa
Paenibacillus polymyxa
Paenibacillus polymyxa
Paenibacillus polymyxa
Paenibacillus polymyxa
Paenibacillus polymyxa
Paenibacillus psychroresistens
Paenibacillus riograndensis
Paenibacillus sabinae
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus sp
Paenibacillus stellifer
Paenibacillus swuensis
Paenibacillus terrae
Paenibacillus vortex
Paenibacillus xylanexedens
Paenibacillus yonginensis
Paeniclostridium sordellii
Paenisporosarcina antarctica
Paenisporosarcina sp
Palaeococcus pacificus
Paludibacter propionicigenes
Paludisphaera borealis
Pan paniscus
Pan troglodytes
Panacibacter ginsenosidivorans
Pandoraea apista
Pandoraea faecigallinarum
Pandoraea norimbergensis
Pandoraea oxalativorans
Pandoraea pnomenusa
Pandoraea pnomenusa
Pandoraea pnomenusa
Pandoraea pnomenusa
Pandoraea pulmonicola
Pandoraea sp
Pandoraea sputorum
Pandoraea thiooxydans
Pandoraea vervacti
Pangasianodon hypophthalmus
Pannonibacter phragmitetus
Panthera pardus
Panthera tigris
Pantoea agglomerans
Pantoea alhagi
Pantoea ananatis
Pantoea ananatis
Pantoea ananatis
Pantoea ananatis
Pantoea eucalypti
Pantoea rwandensis
Pantoea sp
Pantoea sp
Pantoea sp
Pantoea sp
Pantoea stewartii
Pantoea vagans
Pantoea vagans
Papaver somniferum
Papilio machaon
Parabacteroides distasonis
Parabacteroides sp
Paraburkholderia aromaticivorans
Paraburkholderia caledonica
Paraburkholderia caribensis
Paraburkholderia fungorum
Paraburkholderia graminis
Paraburkholderia hospita
Paraburkholderia phenoliruptrix
Paraburkholderia phymatum
Paraburkholderia phytofirmans
Paraburkholderia rhizoxinica
Paraburkholderia sp
Paraburkholderia sprentiae
Paraburkholderia terrae
Paraburkholderia terricola
Paraburkholderia xenovorans
Paraburkholderia xenovorans
Parachlamydia acanthamoebae
Paracoccidioides brasiliensis
Paracoccidioides lutzii
Paracoccus aminophilus
Paracoccus aminovorans
Paracoccus contaminans
Paracoccus denitrificans
Paracoccus kondratievae
Paracoccus mutanolyticus
Paracoccus sp
Paracoccus sp
Paracoccus sp
Paracoccus sp
Paracoccus yeei
Paracoccus zhejiangensis
Parageobacillus thermoglucosidasius
Parageobacillus thermoglucosidasius
Paraglaciecola psychrophila
Paralichthys olivaceus
Paramecium tetraurelia
Paramormyrops kingsleyae
Paraoceanicella profunda
Paraphotobacterium marinum
Pararhodospirillum photometricum
Parascardovia denticolens
Parastagonospora nodorum
Parasteatoda tepidariorum
Parolsenella catena
Parus major
Parvibaculum lavamentivorans
Parvimonas micra
Parvularcula bermudensis
Pasteurella aerogenes
Pasteurella dagmatis
Pasteurella multocida
Pasteurella multocida
Pasteurella multocida
Pasteurella multocida
Pasteurella multocida
Paucibacter sp
Paucimonas lemoignei
Pectobacterium atrosepticum
Pectobacterium atrosepticum
Pectobacterium atrosepticum
Pectobacterium carotovorum
Pectobacterium carotovorum
Pectobacterium odoriferum
Pectobacterium parmentieri
Pectobacterium parmentieri
Pectobacterium parmentieri
Pectobacterium polaris
Pectobacterium wasabiae
Pediculus humanus
Pediococcus acidilactici
Pediococcus claussenii
Pediococcus damnosus
Pediococcus inopinatus
Pediococcus pentosaceus
Pediococcus pentosaceus
Pedobacter cryoconitis
Pedobacter ginsengisoli
Pedobacter heparinus
Pedobacter sp
Pedobacter sp
Pedobacter steynii
Pelagibaca abyssi
Pelagibacterium halotolerans
Pelobacter acetylenicus
Pelobacter carbinolicus
Pelobacter propionicus
Pelobacter sp
Pelodictyon phaeoclathratiforme
Pelodiscus sinensis
Pelolinea submarina
Pelosinus fermentans
Pelosinus sp
Pelotomaculum thermopropionicum
Penaeus vannamei
Penicillium digitatum
Penicillium rubens
Peptoclostridium acidaminophilum
Peptoniphilus harei
Peptoniphilus sp
Peptostreptococcaceae bacterium
Permianibacter aggregans
Persephonella marina
Pestalotiopsis fici
Petrimonas mucosa
Petrimonas sp
Petrotoga mobilis
Phaeoacremonium minimum
Phaeobacter gallaeciensis
Phaeobacter inhibens
Phaeobacter inhibens
Phaeobacter piscinae
Phaeobacter porticola
Phaeobacter sp
Phaeodactylum tricornutum
Phalaenopsis equestris
Phanerochaete carnosa
Phascolarctobacterium faecium
Phascolarctos cinereus
Phaseolus vulgaris
Phenylobacterium sp
Phenylobacterium zucineum
Phialocephala scopiformis
Phoenix dactylifera
Photobacterium damselae
Photobacterium gaetbulicola
Photobacterium profundum
Photorhabdus asymbiotica
Photorhabdus laumondii
Photorhabdus laumondii
Photorhabdus thracensis
Phreatobacter cathodiphilus
Phreatobacter stygius
Phycisphaera mikurensis
Phyllobacterium zundukense
Physcomitrella patens
Physeter catodon
Phytobacter ursingii
Phytophthora infestans
Phytophthora sojae
Pichia kudriavzevii
Picrophilus torridus
Pieris rapae
Pigmentiphaga aceris
Pigmentiphaga sp
Pimelobacter simplex
Pirellula sp
Pirellula staleyi
Piscirickettsia salmonis
Pistricoccus aurantiacus
Planctomyces sp
Planctomyces sp
Planctopirus ephydatiae
Planctopirus limnophila
Planktomarina temperata
Planktothrix agardhii
Planococcus antarcticus
Planococcus donghaensis
Planococcus faecalis
Planococcus halocryophilus
Planococcus kocurii
Planococcus maritimus
Planococcus plakortidis
Planococcus rifietoensis
Planococcus sp
Planococcus sp
Planococcus versutus
Planomicrobium glaciei
Plantactinospora sp
Plantactinospora sp
Plantactinospora sp
Plantibacter sp
Plasmodium berghei
Plasmodium chabaudi
Plasmodium cynomolgi
Plasmodium falciparum
Plasmodium falciparum
Plasmodium falciparum
Plasmodium knowlesi
Plasmodium vivax
Plasmodium yoelii
Plautia stali
Pleomorphomonas sp
Plesiomonas shigelloides
Pleurocapsa sp
Pluralibacter gergoviae
Plutella xylostella
Pocillopora damicornis
Podarcis muralis
Podospora anserina
Poecilia reticulata
Pogona vitticeps
Pogonomyrmex barbatus
Polaribacter reichenbachii
Polaribacter sp
Polaribacter sp
Polaribacter sp
Polaribacter vadi
Polaromonas naphthalenivorans
Polaromonas sp
Polaromonas sp
Polaromonas sp
Polistes canadensis
Polyangium brachysporum
Polymorphum gilvum
Polynucleobacter asymbioticus
Polynucleobacter duraquae
Polynucleobacter necessarius
Polynucleobacter paneuropaeus
Pomacea canaliculata
Pongo abelii
Pontibacter actiniarum
Pontibacter korlensis
Pontimonas salivibrio
Populus euphratica
Populus trichocarpa
Porphyrobacter neustonensis
Porphyrobacter sp
Porphyrobacter sp
Porphyrobacter sp
Porphyromonas asaccharolytica
Porphyromonas crevioricanis
Porphyromonas gingivalis
Porphyromonas gingivalis
Porphyromonas gingivalis
Postia placenta
Pradoshia sp
Pragia fontium
Pragia sp
Prauserella marina
Prevotella dentalis
Prevotella denticola
Prevotella enoeca
Prevotella fusca
Prevotella intermedia
Prevotella jejuni
Prevotella melaninogenica
Prevotella oris
Prevotella ruminicola
Prevotella sp
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus marinus
Prochlorococcus sp
Prochlorococcus sp
Propionibacterium acidifaciens
Propionibacterium freudenreichii
Propionibacterium freudenreichii
Propionibacterium sp
Prosthecochloris aestuarii
Prosthecochloris sp
Prosthecochloris sp
Prosthecochloris sp
Protaetiibacter intestinalis
Proteiniphilum saccharofermentans
Proteus cibarius
Proteus hauseri
Proteus mirabilis
Proteus mirabilis
Proteus mirabilis
Proteus sp
Proteus vulgaris
Protobothrops mucrosquamatus
Providencia alcalifaciens
Providencia heimbachae
Providencia rettgeri
Providencia rustigianii
Providencia sp
Providencia stuartii
Providencia stuartii
Providencia stuartii
Prunus avium
Prunus mume
Prunus persica
Pseudactinotalea sp
Pseudanabaena sp
Pseudanabaena sp
Pseudarthrobacter chlorophenolicus
Pseudarthrobacter phenanthrenivorans
Pseudarthrobacter sp
Pseudarthrobacter sulfonivorans
Pseudoalteromonas agarivorans
Pseudoalteromonas aliena
Pseudoalteromonas arctica
Pseudoalteromonas atlantica
Pseudoalteromonas donghaensis
Pseudoalteromonas espejiana
Pseudoalteromonas haloplanktis
Pseudoalteromonas issachenkonii
Pseudoalteromonas luteoviolacea
Pseudoalteromonas nigrifaciens
Pseudoalteromonas phenolica
Pseudoalteromonas piratica
Pseudoalteromonas piscicida
Pseudoalteromonas rubra
Pseudoalteromonas sp
Pseudoalteromonas sp
Pseudoalteromonas sp
Pseudoalteromonas spongiae
Pseudoalteromonas tetraodonis
Pseudoalteromonas translucida
Pseudoalteromonas tunicata
Pseudobacter ginsenosidimutans
Pseudobutyrivibrio xylanivorans
Pseudocercospora fijiensis
Pseudoclostridium thermosuccinogenes
Pseudodesulfovibrio aespoeensis
Pseudodesulfovibrio indicus
Pseudodesulfovibrio piezophilus
Pseudodesulfovibrio profundus
Pseudodesulfovibrio sp
Pseudoflavitalea sp
Pseudogulbenkiania sp
Pseudohongiella spirulinae
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas alcaligenes
Pseudomonas alkylphenolica
Pseudomonas amygdali
Pseudomonas antarctica
Pseudomonas avellanae
Pseudomonas azotoformans
Pseudomonas balearica
Pseudomonas brassicacearum
Pseudomonas brassicacearum
Pseudomonas chlororaphis
Pseudomonas chlororaphis
Pseudomonas chlororaphis
Pseudomonas cichorii
Pseudomonas citronellolis
Pseudomonas corrugata
Pseudomonas cremoricolorata
Pseudomonas entomophila
Pseudomonas fluorescens
Pseudomonas fluorescens
Pseudomonas fluorescens
Pseudomonas fluorescens
Pseudomonas fluorescens
Pseudomonas fragi
Pseudomonas frederiksbergensis
Pseudomonas fulva
Pseudomonas knackmussii
Pseudomonas koreensis
Pseudomonas kribbensis
Pseudomonas lundensis
Pseudomonas lurida
Pseudomonas mandelii
Pseudomonas mendocina
Pseudomonas mendocina
Pseudomonas monteilii
Pseudomonas monteilii
Pseudomonas orientalis
Pseudomonas oryzihabitans
Pseudomonas parafulva
Pseudomonas plecoglossicida
Pseudomonas poae
Pseudomonas protegens
Pseudomonas protegens
Pseudomonas protegens
Pseudomonas pseudoalcaligenes
Pseudomonas psychrotolerans
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas putida
Pseudomonas resinovorans
Pseudomonas rhizosphaerae
Pseudomonas savastanoi
Pseudomonas silesiensis
Pseudomonas simiae
Pseudomonas simiae
Pseudomonas soli
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas sp
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas stutzeri
Pseudomonas synxantha
Pseudomonas syringae
Pseudomonas syringae
Pseudomonas syringae
Pseudomonas trivialis
Pseudomonas veronii
Pseudomonas versuta
Pseudomonas yamanorum
Pseudomyrmex gracilis
Pseudonocardia autotrophica
Pseudonocardia dioxanivorans
Pseudonocardia sp
Pseudonocardia sp
Pseudonocardia sp
Pseudonocardia sp
Pseudonocardia sp
Pseudonocardia sp
Pseudopedobacter saltans
Pseudopodoces humilis
Pseudopropionibacterium propionicum
Pseudorhodobacter sp
Pseudorhodoplanes sinuspersici
Pseudothermotoga hypogea
Pseudothermotoga lettingae
Pseudothermotoga thermarum
Pseudovibrio sp
Pseudoxanthomonas spadix
Pseudoxanthomonas suwonensis
Pseudoxanthomonas suwonensis
Psychrobacillus sp
Psychrobacillus sp
Psychrobacter alimentarius
Psychrobacter arcticus
Psychrobacter cryohalolentis
Psychrobacter sp
Psychrobacter sp
Psychrobacter sp
Psychrobacter sp
Psychrobacter sp
Psychrobacter sp
Psychrobacter sp
Psychrobacter sp
Psychrobacter urativorans
Psychroflexus torquis
Psychromicrobium lacuslunae
Psychromonas ingrahamii
Psychromonas sp
Psychroserpens sp
Pteropus alecto
Puccinia graminis
Punctularia strigosozonata
Purpureocillium lilacinum
Pusillimonas sp
Pusillimonas sp
Pygoscelis adeliae
Pyrenophora teres
Pyricularia oryzae
Pyrobaculum aerophilum
Pyrobaculum arsenaticum
Pyrobaculum calidifontis
Pyrobaculum ferrireducens
Pyrobaculum islandicum
Pyrobaculum neutrophilum
Pyrobaculum oguniense
Pyrobaculum sp
Pyrococcus abyssi
Pyrococcus furiosus
Pyrococcus furiosus
Pyrococcus horikoshii
Pyrococcus kukulkanii
Pyrococcus sp
Pyrococcus sp
Pyrococcus yayanosii
Pyrodictium delaneyi
Pyrolobus fumarii
Pyrus x
Python bivittatus
Quercus suber
Rahnella aquatilis
Rahnella aquatilis
Rahnella sp
Rahnella sp
Raineyella sp
Ralstonia insidiosa
Ralstonia mannitolilytica
Ralstonia pickettii
Ralstonia pickettii
Ralstonia pickettii
Ralstonia pseudosolanacearum
Ralstonia solanacearum
Ralstonia solanacearum
Ralstonia solanacearum
Ralstonia solanacearum
Ralstonia solanacearum
Ralstonia solanacearum
Ralstonia solanacearum
Ramlibacter tataouinensis
Raoultella electrica
Raoultella ornithinolytica
Raoultella ornithinolytica
Raoultella planticola
Raoultella sp
Raoultella terrigena
Raphanus sativus
Rathayibacter festucae
Rathayibacter iranicus
Rathayibacter rathayi
Rathayibacter toxicus
Rathayibacter toxicus
Rathayibacter tritici
Rattus norvegicus
Reinekea forsetii
Renibacterium salmoninarum
Rheinheimera sp
Rhincodon typus
Rhinopithecus bieti
Rhinopithecus roxellana
Rhizobacter gummiphilus
Rhizobiales bacterium
Rhizobium esperanzae
Rhizobium etli
Rhizobium etli
Rhizobium etli
Rhizobium etli
Rhizobium favelukesii
Rhizobium gallicum
Rhizobium grahamii
Rhizobium jaguaris
Rhizobium leguminosarum
Rhizobium leguminosarum
Rhizobium leguminosarum
Rhizobium leguminosarum
Rhizobium leguminosarum
Rhizobium phaseoli
Rhizobium sp
Rhizobium sp
Rhizobium sp
Rhizobium sp
Rhizobium sp
Rhizobium sp
Rhizobium sp
Rhizobium sp
Rhizobium tropici
Rhizorhabdus dicambivorans
Rhodanobacter denitrificans
Rhodanobacter glycinis
Rhodanobacteraceae bacterium
Rhodobaca barguzinensis
Rhodobacter blasticus
Rhodobacter capsulatus
Rhodobacter sp
Rhodobacter sphaeroides
Rhodobacter sphaeroides
Rhodobacter sphaeroides
Rhodobacter sphaeroides
Rhodobacteraceae bacterium
Rhodobacteraceae bacterium
Rhodobiaceae bacterium
Rhodococcus aetherivorans
Rhodococcus biphenylivorans
Rhodococcus erythropolis
Rhodococcus erythropolis
